Plot,Block,System,Replicate,Year,Variety.name,Yield_Kg,Yield/plant_Kg,Emergence_DAP_Mean,Potato_eye_score_Mean,Tuber_Length_cm_Mean,Tuber_Width_cm_Mean,Tuber_L/W_ratio_Mean,Tuber_Volume_cm3_Mean,Integrated_canopy_volume_calculated,Integrated_canopy_volume_per_plant_calculated,Integrated_Ground_Cover_calculated,Integrated_Ground_Cover_per_plant_calculated,SPAD_Mean_at_54_DAP.,SPAD_Mean_at_69_DAP.,SPAD_Mean_at_75_DAP.,SPAD_Mean_at_84_DAP.,SPAD_Mean_at_89_DAP.,SPAD_Mean_at_105_DAP.,Leaf_Chl_mg/m2_Mean_at_54_DAP.,Leaf_Chl_mg/m2_Mean_at_69_DAP.,Leaf_Chl_mg/m2_Mean_at_75_DAP.,Leaf_Chl_mg/m2_Mean_at_84_DAP.,Leaf_Chl_mg/m2_Mean_at_89_DAP.,Leaf_Chl_mg/m2_Mean_at_105_DAP.,SPAD_Plant_1_at_54_DAP.,SPAD_Plant_1_at_69_DAP.,SPAD_Plant_1_at_75_DAP.,SPAD_Plant_1_at_84_DAP.,SPAD_Plant_1_at_89_DAP.,SPAD_Plant_1_at_105_DAP.,SPAD_Plant_2_at_54_DAP.,SPAD_Plant_2_at_69_DAP.,SPAD_Plant_2_at_75_DAP.,SPAD_Plant_2_at_84_DAP.,SPAD_Plant_2_at_89_DAP.,SPAD_Plant_2_at_105_DAP.,Leaf_Chl_mg/m2_Plant_1_at_54_DAP.,Leaf_Chl_mg/m2_Plant_1_at_69_DAP.,Leaf_Chl_mg/m2_Plant_1_at_75_DAP.,Leaf_Chl_mg/m2_Plant_1_at_84_DAP.,Leaf_Chl_mg/m2_Plant_1_at_89_DAP.,Leaf_Chl_mg/m2_Plant_1_at_105_DAP.,Leaf_Chl_mg/m2_Plant_2_at_54_DAP.,Leaf_Chl_mg/m2_Plant_2_at_69_DAP.,Leaf_Chl_mg/m2_Plant_2_at_75_DAP.,Leaf_Chl_mg/m2_Plant_2_at_84_DAP.,Leaf_Chl_mg/m2_Plant_2_at_89_DAP.,Leaf_Chl_mg/m2_Plant_2_at_105_DAP.,NDRE_at_55_DAP.,NDRE_at_70_DAP.,NDRE_at_75_DAP.,NDRE_at_84_DAP.,NDRE_at_87_DAP.,NDRE_at_97_DAP.,NDRE_at_109_DAP.,NDVI_at_55_DAP.,NDVI_at_70_DAP.,NDVI_at_75_DAP.,NDVI_at_84_DAP.,NDVI_at_87_DAP.,NDVI_at_97_DAP.,NDVI_at_109_DAP.,RE_at_55_DAP.,RE_at_70_DAP.,RE_at_75_DAP.,RE_at_84_DAP.,RE_at_87_DAP.,RE_at_97_DAP.,RE_at_109_DAP.,NIR_at_55_DAP.,NIR_at_70_DAP.,NIR_at_75_DAP.,NIR_at_84_DAP.,NIR_at_87_DAP.,NIR_at_97_DAP.,NIR_at_109_DAP.,R_at_55_DAP.,R_at_70_DAP.,R_at_75_DAP.,R_at_84_DAP.,R_at_87_DAP.,R_at_97_DAP.,R_at_109_DAP.,Max_Max_height_m,Max_Max_height_DAP.,Max_Ave_height_m,Max_Ave_height_DAP.,Max_area_plant_m2,Max_area_plant_DAP.,Max_volume_plant_m3,Max_volume_plant_DAP.,Mean_Height_m_at_33_DAP.,Mean_Height_m_at_62_DAP.,Mean_Height_m_at_70_DAP.,Mean_Height_m_at_87_DAP.,Mean_Height_m_at_95_DAP.,Mean_Height_m_at_102_DAP.,Mean_Height_m_at_117_DAP.,Mean_Height_sd_at_33_DAP.,Mean_Height_sd_at_62_DAP.,Mean_Height_sd_at_70_DAP.,Mean_Height_sd_at_87_DAP.,Mean_Height_sd_at_95_DAP.,Mean_Height_sd_at_102_DAP.,Mean_Height_sd_at_117_DAP.,Max_Height_m_at_33_DAP.,Max_Height_m_at_62_DAP.,Max_Height_m_at_70_DAP.,Max_Height_m_at_87_DAP.,Max_Height_m_at_95_DAP.,Max_Height_m_at_102_DAP.,Max_Height_m_at_117_DAP.,Ground_Cover_m2_at_33_DAP.,Ground_Cover_m2_at_62_DAP.,Ground_Cover_m2_at_70_DAP.,Ground_Cover_m2_at_87_DAP.,Ground_Cover_m2_at_95_DAP.,Ground_Cover_m2_at_102_DAP.,Ground_Cover_m2_at_117_DAP.,Ground_Cover_per_plant_m2_at_33_DAP.,Ground_Cover_per_plant_m2_at_62_DAP.,Ground_Cover_per_plant_m2_at_70_DAP.,Ground_Cover_per_plant_m2_at_87_DAP.,Ground_Cover_per_plant_m2_at_95_DAP.,Ground_Cover_per_plant_m2_at_102_DAP.,Ground_Cover_per_plant_m2_at_117_DAP.,Canopy_Volume_m3_at_33_DAP.,Canopy_Volume_m3_at_62_DAP.,Canopy_Volume_m3_at_70_DAP.,Canopy_Volume_m3_at_87_DAP.,Canopy_Volume_m3_at_95_DAP.,Canopy_Volume_m3_at_102_DAP.,Canopy_Volume_m3_at_117_DAP.,Canopy_Volume_per_plant_m3_at_33_DAP.,Canopy_Volume_per_plant_m3_at_62_DAP.,Canopy_Volume_per_plant_m3_at_70_DAP.,Canopy_Volume_per_plant_m3_at_87_DAP.,Canopy_Volume_per_plant_m3_at_95_DAP.,Canopy_Volume_per_plant_m3_at_102_DAP.,Canopy_Volume_per_plant_m3_at_117_DAP.
1148,4,Con,2,2016,MADELEINE,5.36,NA,NA,9,9.009571429,6.066071429,1.499068223,177.1752673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1,Org,1,2017,MADELEINE,5.39,1.796666667,47,9.571428571,9.137571429,6.165285714,1.485310713,183.6175083,12.42361598,4.141205328,47.103675,15.70122499,NA,NA,39.2,NA,42.8,50.6,NA,NA,736.9568,NA,786.2012,892.8974,NA,NA,39.1,NA,42.8,50.6,NA,NA,39.3,NA,NA,NA,NA,NA,735.5889,NA,786.2012,892.8974,NA,NA,738.3247,NA,NA,NA,NA,NA,0.289,NA,0.3339,NA,NA,NA,NA,0.8939,NA,0.8771,NA,NA,NA,NA,19.882,NA,19.327,NA,NA,NA,NA,36.044,NA,38.706,NA,NA,NA,NA,2.018,NA,2.534,NA,NA,0.61,102,0.2806,102,0.54007,102,0.151369599,102,NA,NA,0.219051772,0.27683049,NA,0.280490079,NA,NA,NA,0.071957814,0.107300195,NA,0.111928927,NA,NA,NA,0.34,0.46,NA,0.61,NA,NA,NA,0.5389,1.4772,NA,1.62021,NA,NA,NA,0.179633333,0.4924,NA,0.54007,NA,NA,NA,0.1178,0.409,NA,0.454108797,NA,NA,NA,0.039266667,0.136333333,NA,0.151369599,NA
597,2,Org,2,2017,MADELEINE,9.06,3.02,42.33333333,9.571428571,9.137571429,6.165285714,1.485310713,183.6175083,22.79999843,7.59999946,71.272075,23.75735833,NA,NA,35.4,NA,34.2,33.4,NA,NA,684.9766,NA,668.5618,657.6186,NA,NA,33.8,NA,34.2,33.4,NA,NA,37,NA,NA,NA,NA,NA,663.0902,NA,668.5618,657.6186,NA,NA,706.863,NA,NA,NA,NA,NA,0.2085,NA,NA,NA,0.2642,NA,NA,0.8695,NA,NA,NA,0.872,NA,NA,20.982,NA,NA,NA,20.21,NA,NA,32.042,NA,NA,NA,34.745,NA,NA,2.236,NA,NA,NA,2.372,0.63,70,0.3531,87,0.5117,87,0.180033333,87,NA,NA,0.312473008,0.353163312,NA,0.275524576,NA,NA,NA,0.140194472,0.124822836,NA,0.145195,NA,NA,NA,0.63,0.62,NA,0.58,NA,NA,NA,1.3615,1.5351,NA,1.41743,NA,NA,NA,0.453833333,0.5117,NA,0.472476667,NA,NA,NA,0.4243,0.5401,NA,0.388593124,NA,NA,NA,0.141433333,0.180033333,NA,0.129531041,NA
705,3,Con,1,2017,MADELEINE,6.99,2.33,33.66666667,9,9.583428571,6.528428571,1.476371044,221.5556069,21.83593812,7.278646045,64.640125,21.54670832,NA,NA,40.15,NA,36.9,34.9,NA,NA,749.95185,NA,705.4951,678.1371,NA,NA,38.5,NA,36.9,34.9,NA,NA,41.8,NA,NA,NA,NA,NA,727.3815,NA,705.4951,678.1371,NA,NA,772.5222,NA,NA,NA,NA,NA,0.1847,NA,NA,NA,0.2622,NA,NA,0.8644,NA,NA,NA,0.8521,NA,NA,21.332,NA,NA,NA,20.233,NA,NA,30.999,NA,NA,NA,34.625,NA,NA,2.255,NA,NA,NA,2.765,0.56,102,0.3445,70,0.470643333,102,0.147443995,102,NA,NA,0.344523915,0.339699079,NA,0.313230968,NA,NA,NA,0.090809144,0.092519066,NA,0.121711274,NA,NA,NA,0.49,0.5,NA,0.56,NA,NA,NA,1.1311,1.2927,NA,1.41193,NA,NA,NA,0.377033333,0.4309,NA,0.470643333,NA,NA,NA,0.389611523,0.439056769,NA,0.442331985,NA,NA,NA,0.129870508,0.146352256,NA,0.147443995,NA
1148,4,Con,2,2017,MADELEINE,6.4,2.133333333,35,9.285714286,9.384285714,6.850857143,1.370187597,238.4390943,18.60984978,6.203283253,74.2924,24.76413333,NA,NA,41,NA,39.5,36.9,NA,NA,761.579,NA,741.0605,705.4951,NA,NA,41.9,NA,39.5,36.9,NA,NA,40.1,NA,NA,NA,NA,NA,773.8901,NA,741.0605,705.4951,NA,NA,749.2679,NA,NA,NA,NA,NA,0.2548,NA,0.28,NA,0.2402,NA,NA,0.8826,NA,0.872,NA,0.8457,NA,NA,20.349,NA,19.998,NA,20.532,NA,NA,34.352,NA,35.552,NA,33.53,NA,NA,2.127,NA,2.431,NA,2.807,0.47,87,0.2638,70,0.517866667,87,0.1314,87,NA,NA,0.263827482,0.254681385,NA,0.190645099,NA,NA,NA,0.106557205,0.11151903,NA,0.104661849,NA,NA,NA,0.43,0.47,NA,0.43,NA,NA,NA,1.4584,1.5536,NA,1.24384,NA,NA,NA,0.486133333,0.517866667,NA,0.414613333,NA,NA,NA,0.383117746,0.3942,NA,0.235588235,NA,NA,NA,0.127705915,0.1314,NA,0.078529412,NA
172,1,Org,1,2018,MADELEINE,4.64,1.546666667,30.33333333,NA,NA,NA,NA,NA,8.108071682,2.702690561,70.85315001,23.61771667,40.7,41.9,NA,39.9,NA,NA,757.4753,773.8901,NA,746.5321,NA,NA,39.9,46.2,NA,36.2,NA,NA,41.5,37.6,NA,43.6,NA,NA,746.5321,832.7098,NA,695.9198,NA,NA,768.4185,715.0704,NA,797.1444,NA,NA,0.3261,0.3143,NA,0.2773,NA,NA,NA,0.8419,0.8483,NA,0.7548,NA,NA,NA,19.421,19.569,NA,20.034,NA,NA,NA,38.216,37.548,NA,35.419,NA,NA,NA,3.281,3.079,NA,4.952,NA,NA,NA,0.41,62,0.1825,62,0.3581,95,0.050632679,62,0.052432565,0.182484046,NA,NA,0.089704924,NA,0.061438365,0.034550685,0.101500079,NA,NA,0.052421456,NA,0.044157623,0.15,0.41,NA,NA,0.25,NA,0.22,0.4078,0.8462,NA,NA,1.0743,NA,0.759,0.135933333,0.282066667,NA,NA,0.3581,NA,0.253,0.020003979,0.151898037,NA,NA,0.092797356,NA,0.047021781,0.006667993,0.050632679,NA,NA,0.030932452,NA,0.015673927
388,2,Org,2,2018,MADELEINE,5.42,1.806666667,31.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.35,43.9,NA,38.1,NA,NA,848.44065,801.2481,NA,721.9099,NA,NA,49.6,44.7,NA,41.7,NA,NA,45.1,43.1,NA,34.5,NA,NA,879.2184,812.1913,NA,771.1543,NA,NA,817.6629,790.3049,NA,672.6655,NA,NA,0.3463,0.3358,NA,0.2322,NA,NA,NA,0.8901,0.8603,NA,0.7296,NA,NA,NA,19.18,19.307,NA,20.642,NA,NA,NA,39.503,38.842,NA,33.133,NA,NA,NA,2.297,2.913,NA,5.185,NA,NA,NA,0.48,62,0.2532,62,0.330533333,62,0.082647359,62,0.04583993,0.253184752,NA,NA,0.070413476,NA,NA,0.037685613,0.112000249,NA,NA,0.045364515,NA,NA,0.13,0.48,NA,NA,0.22,NA,NA,0.3411,0.9916,NA,NA,0.7183,NA,NA,0.1137,0.330533333,NA,NA,0.239433333,NA,NA,0.014444286,0.247942077,NA,NA,0.048158391,NA,NA,0.004814762,0.082647359,NA,NA,0.016052797,NA,NA
624,3,Con,1,2018,MADELEINE,4.7,1.566666667,39.66666667,NA,NA,NA,NA,NA,3.395417603,1.131805868,36.11050002,12.03683334,41.8,44,NA,37.5,NA,NA,772.5222,802.616,NA,713.7025,NA,NA,42.7,46.9,NA,39.3,NA,NA,40.9,41.1,NA,35.7,NA,NA,784.8333,842.2851,NA,738.3247,NA,NA,760.2111,762.9469,NA,689.0803,NA,NA,0.2178,0.3503,NA,0.3397,NA,0.3094,NA,0.4993,0.8806,NA,0.859,NA,0.87,NA,20.85,19.134,NA,19.258,NA,19.625,NA,32.475,39.772,NA,39.077,NA,37.211,NA,10.857,2.525,NA,2.964,NA,2.588,NA,0.25,117,0.1129,95,0.2726,95,0.029803979,95,0.01,0.046736931,NA,NA,0.112899242,NA,0.102130572,NA,0.024901504,NA,NA,0.061848849,NA,0.059977817,0.01,0.14,NA,NA,0.22,NA,0.25,0.0035,0.2372,NA,NA,0.8178,NA,0.5698,0.001166667,0.079066667,NA,NA,0.2726,NA,0.189933333,1.96E-05,0.010276002,NA,NA,0.089411937,NA,0.056184843,6.53E-06,0.003425334,NA,NA,0.029803979,NA,0.018728281
1006,4,Con,2,2018,MADELEINE,5.72,1.906666667,25.66666667,NA,NA,NA,NA,NA,7.839421896,2.613140632,58.70889995,19.56963332,46.6,43.8,NA,38.05,NA,NA,838.1814,799.8802,NA,721.22595,NA,NA,43.8,45.7,NA,41.5,NA,NA,49.4,41.9,NA,34.6,NA,NA,799.8802,825.8703,NA,768.4185,NA,NA,876.4826,773.8901,NA,674.0334,NA,NA,0.3502,0.327,NA,0.2997,NA,0.2168,NA,0.8681,0.8671,NA,0.8272,NA,0.6801,NA,19.135,19.41,NA,19.746,NA,20.86,NA,39.761,38.272,NA,36.649,NA,32.411,NA,2.807,2.725,NA,3.467,NA,6.188,NA,0.41,95,0.1552,62,0.369133333,95,0.048874434,95,0.03797377,0.155195006,NA,NA,0.135558064,NA,0.111967445,0.027471693,0.072386938,NA,NA,0.093487861,NA,0.066159549,0.12,0.33,NA,NA,0.41,NA,0.27,0.1525,0.7128,NA,NA,1.1074,NA,0.2826,0.050833333,0.2376,NA,NA,0.369133333,NA,0.0942,0.005292738,0.108516519,NA,NA,0.146623302,NA,0.030674022,0.001764246,0.036172173,NA,NA,0.048874434,NA,0.010224674
120,1,Org,1,2016,MADINGLEY,3.6,NA,NA,8,8.204142857,6.412928571,1.282602971,177.8417089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,2,Org,2,2016,MADINGLEY,2.56,NA,NA,8.5,6.691,5.286357143,1.267860352,98.98878176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,3,Con,1,2016,MADINGLEY,3.1,NA,NA,7.5,7.829142857,5.967785714,1.315403712,146.7067594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,3,Con,2,2016,MADINGLEY,3.1,NA,NA,7.5,7.829142857,5.967785714,1.315403712,146.7067594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1,Org,1,2017,MADINGLEY,4.02,1.34,40.33333333,9.714285714,8.373714286,6.495857143,1.290237224,187.7281559,16.2302566,5.410085537,53.254625,17.75154168,NA,NA,40.25,NA,48.1,47.4,NA,NA,751.31975,NA,858.6999,849.1246,NA,NA,41.6,NA,48.1,47.4,NA,NA,38.9,NA,NA,NA,NA,NA,769.7864,NA,858.6999,849.1246,NA,NA,732.8531,NA,NA,NA,NA,NA,0.2765,NA,0.3611,NA,0.2954,NA,NA,0.9019,NA,0.9015,NA,0.86,NA,NA,20.043,NA,19.01,NA,19.801,NA,NA,35.366,NA,40.504,NA,36.41,NA,NA,1.824,NA,2.097,NA,2.745,0.58,87,0.3231,87,0.50733,102,0.153966667,87,NA,NA,0.292422421,0.323071813,NA,0.289477066,NA,NA,NA,0.091573604,0.108570539,NA,0.110791316,NA,NA,NA,0.46,0.58,NA,0.51,NA,NA,NA,0.7154,1.4301,NA,1.52199,NA,NA,NA,0.238466667,0.4767,NA,0.50733,NA,NA,NA,0.2091,0.4619,NA,0.439827547,NA,NA,NA,0.0697,0.153966667,NA,0.146609182,NA
480,2,Org,2,2017,MADINGLEY,3.74,1.246666667,30.33333333,9.4,6.823428571,5.178428571,1.317500416,100.0044159,12.67705149,4.225683844,55.21865,18.40621668,NA,NA,42.45,NA,46.5,45.9,NA,NA,781.41355,NA,836.8135,828.6061,NA,NA,40,NA,46.5,45.9,NA,NA,44.9,NA,NA,NA,NA,NA,747.9,NA,836.8135,828.6061,NA,NA,814.9271,NA,NA,NA,NA,NA,0.1985,NA,NA,NA,0.254,NA,NA,0.8844,NA,NA,NA,0.8798,NA,NA,21.127,NA,NA,NA,20.342,NA,NA,31.59,NA,NA,NA,34.196,NA,NA,1.938,NA,NA,NA,2.185,0.5,102,0.251,102,0.424846667,102,0.106180066,102,NA,NA,0.221471096,0.232920818,NA,0.25097902,NA,NA,NA,0.102205187,0.101327486,NA,0.101012983,NA,NA,NA,0.41,0.42,NA,0.5,NA,NA,NA,0.9272,1.1442,NA,1.27454,NA,NA,NA,0.309066667,0.3814,NA,0.424846667,NA,NA,NA,0.2048,0.2654,NA,0.318540198,NA,NA,NA,0.068266667,0.088466667,NA,0.106180066,NA
609,3,Con,1,2017,MADINGLEY,4.09,1.363333333,38.33333333,8.857142857,8.085714286,6.471357143,1.25017463,210.0975238,13.53226092,4.510753627,50.891225,16.96374167,NA,NA,43.65,NA,48.2,51.1,NA,NA,797.82835,NA,860.0678,899.7369,NA,NA,42.8,NA,48.2,51.1,NA,NA,44.5,NA,NA,NA,NA,NA,786.2012,NA,860.0678,899.7369,NA,NA,809.4555,NA,NA,NA,NA,NA,0.2221,NA,NA,NA,0.3283,NA,NA,0.8744,NA,NA,NA,0.8876,NA,NA,20.784,NA,NA,NA,19.395,NA,NA,32.652,NA,NA,NA,38.352,NA,NA,2.188,NA,NA,NA,2.283,0.53,87,0.3196,70,0.397823333,102,0.105632786,70,NA,NA,0.319637426,0.211911093,NA,0.210215674,NA,NA,NA,0.094772141,0.122374199,NA,0.09955731,NA,NA,NA,0.49,0.53,NA,0.41,NA,NA,NA,0.9929,1.0078,NA,1.19347,NA,NA,NA,0.330966667,0.335933333,NA,0.397823333,NA,NA,NA,0.316898359,0.213646585,NA,0.249941097,NA,NA,NA,0.105632786,0.071215528,NA,0.083313699,NA
1030,4,Con,2,2017,MADINGLEY,6.19,2.063333333,32.66666667,8.142857143,8.929142857,6.6115,1.354445238,204.8441721,17.07502313,5.691674375,82.98755,27.66251666,NA,NA,41.2,NA,48.1,33.9,NA,NA,764.3148,NA,858.6999,664.4581,NA,NA,37,NA,48.1,33.9,NA,NA,45.4,NA,NA,NA,NA,NA,706.863,NA,858.6999,664.4581,NA,NA,821.7666,NA,NA,NA,NA,NA,0.2846,NA,0.2924,NA,0.2653,NA,NA,0.9033,NA,0.8839,NA,0.8589,NA,NA,19.938,NA,19.839,NA,20.19,NA,NA,35.802,NA,36.24,NA,34.777,NA,NA,1.82,NA,2.232,NA,2.64,0.44,87,0.243,70,0.61,87,0.120296535,70,NA,NA,0.24298113,0.180986481,NA,0.147453584,NA,NA,NA,0.093056339,0.085479715,NA,0.094462341,NA,NA,NA,0.4,0.44,NA,0.42,NA,NA,NA,1.4944,1.83,NA,1.68154,NA,NA,NA,0.498133333,0.61,NA,0.560513333,NA,NA,NA,0.360889605,0.3318,NA,0.245567866,NA,NA,NA,0.120296535,0.1106,NA,0.081855955,NA
197,1,Org,1,2018,MADINGLEY,4.3,1.433333333,19,NA,NA,NA,NA,NA,15.20028013,5.066760043,90.53815001,30.17938334,44.9,46.5,NA,44.8,NA,NA,814.9271,836.8135,NA,813.5592,NA,NA,47.5,45.2,NA,48,NA,NA,42.3,47.8,NA,41.6,NA,NA,850.4925,819.0308,NA,857.332,NA,NA,779.3617,854.5962,NA,769.7864,NA,NA,0.3482,0.3022,NA,0.1788,NA,NA,NA,0.8992,0.869,NA,0.5735,NA,NA,NA,19.159,19.716,NA,21.426,NA,NA,NA,39.626,36.806,NA,30.763,NA,NA,NA,2.104,2.578,NA,8.352,NA,NA,NA,0.44,62,0.2699,62,0.462233333,95,0.091673408,62,0.105907687,0.269867094,NA,NA,0.125385447,NA,0.095418925,0.058980691,0.118548711,NA,NA,0.079211167,NA,0.055035825,0.23,0.44,NA,NA,0.39,NA,0.26,0.5828,1.0308,NA,NA,1.3867,NA,0.7199,0.194266667,0.3436,NA,NA,0.462233333,NA,0.239966667,0.059580003,0.275020224,NA,NA,0.169542642,NA,0.066478224,0.019860001,0.091673408,NA,NA,0.056514214,NA,0.022159408
363,2,Org,2,2018,MADINGLEY,4.98,1.66,26,NA,NA,NA,NA,NA,13.786203,4.595401002,87.32829997,29.10943332,50.2,49.5,NA,42.45,NA,NA,887.4258,877.8505,NA,781.41355,NA,NA,51.9,45.3,NA,39,NA,NA,48.5,53.7,NA,45.9,NA,NA,910.6801,820.3987,NA,734.221,NA,NA,864.1715,935.3023,NA,828.6061,NA,NA,0.3473,0.3638,NA,0.3229,NA,NA,NA,0.8787,0.8928,NA,0.8659,NA,NA,NA,19.17,18.979,NA,19.46,NA,NA,NA,39.582,40.688,NA,38.019,NA,NA,NA,2.552,2.305,NA,2.732,NA,NA,NA,0.47,95,0.2284,62,0.5111,117,0.073476654,117,0.051839384,0.228416926,NA,NA,0.146518764,NA,0.145609804,0.028063198,0.104383372,NA,NA,0.083833104,NA,0.0996257,0.14,0.42,NA,NA,0.47,NA,0.45,0.4545,0.8035,NA,NA,1.359,NA,1.5333,0.1515,0.267833333,NA,NA,0.453,NA,0.5111,0.02215866,0.18095766,NA,NA,0.194652003,NA,0.220429962,0.00738622,0.06031922,NA,NA,0.064884001,NA,0.073476654
628,3,Con,1,2018,MADINGLEY,3.1,1.033333333,39.66666667,NA,NA,NA,NA,NA,3.596116928,1.198705643,36.18310001,12.06103334,51.45,50.15,NA,45.4,NA,NA,904.52455,886.74185,NA,821.7666,NA,NA,49.9,50.7,NA,42.7,NA,NA,53,49.6,NA,48.1,NA,NA,883.3221,894.2653,NA,784.8333,NA,NA,925.727,879.2184,NA,858.6999,NA,NA,0.3209,0.278,NA,0.3411,NA,0.3028,NA,0.8174,0.6685,NA,0.8735,NA,0.8706,NA,19.484,20.039,NA,19.242,NA,19.707,NA,37.904,35.563,NA,39.167,NA,36.828,NA,3.809,7.173,NA,2.644,NA,2.547,NA,0.23,95,0.1192,95,0.2606,95,0.030216853,95,0.02109589,0.085799938,NA,NA,0.119223587,NA,0.062216495,0.016786993,0.046979268,NA,NA,0.047070784,NA,0.044906274,0.06,0.19,NA,NA,0.23,NA,0.19,0.1168,0.3219,NA,NA,0.7818,NA,0.4277,0.038933333,0.1073,NA,NA,0.2606,NA,0.142566667,0.002022573,0.026611683,NA,NA,0.090650559,NA,0.025296762,0.000674191,0.008870561,NA,NA,0.030216853,NA,0.008432254
