Plot,Block,System,Replicate,Year,Variety.name,Yield_Kg,Yield/plant_Kg,Emergence_DAP_Mean,Potato_eye_score_Mean,Tuber_Length_cm_Mean,Tuber_Width_cm_Mean,Tuber_L/W_ratio_Mean,Tuber_Volume_cm3_Mean,Integrated_canopy_volume_calculated,Integrated_canopy_volume_per_plant_calculated,Integrated_Ground_Cover_calculated,Integrated_Ground_Cover_per_plant_calculated,SPAD_Mean_at_54_DAP.,SPAD_Mean_at_69_DAP.,SPAD_Mean_at_75_DAP.,SPAD_Mean_at_84_DAP.,SPAD_Mean_at_89_DAP.,SPAD_Mean_at_105_DAP.,Leaf_Chl_mg/m2_Mean_at_54_DAP.,Leaf_Chl_mg/m2_Mean_at_69_DAP.,Leaf_Chl_mg/m2_Mean_at_75_DAP.,Leaf_Chl_mg/m2_Mean_at_84_DAP.,Leaf_Chl_mg/m2_Mean_at_89_DAP.,Leaf_Chl_mg/m2_Mean_at_105_DAP.,SPAD_Plant_1_at_54_DAP.,SPAD_Plant_1_at_69_DAP.,SPAD_Plant_1_at_75_DAP.,SPAD_Plant_1_at_84_DAP.,SPAD_Plant_1_at_89_DAP.,SPAD_Plant_1_at_105_DAP.,SPAD_Plant_2_at_54_DAP.,SPAD_Plant_2_at_69_DAP.,SPAD_Plant_2_at_75_DAP.,SPAD_Plant_2_at_84_DAP.,SPAD_Plant_2_at_89_DAP.,SPAD_Plant_2_at_105_DAP.,Leaf_Chl_mg/m2_Plant_1_at_54_DAP.,Leaf_Chl_mg/m2_Plant_1_at_69_DAP.,Leaf_Chl_mg/m2_Plant_1_at_75_DAP.,Leaf_Chl_mg/m2_Plant_1_at_84_DAP.,Leaf_Chl_mg/m2_Plant_1_at_89_DAP.,Leaf_Chl_mg/m2_Plant_1_at_105_DAP.,Leaf_Chl_mg/m2_Plant_2_at_54_DAP.,Leaf_Chl_mg/m2_Plant_2_at_69_DAP.,Leaf_Chl_mg/m2_Plant_2_at_75_DAP.,Leaf_Chl_mg/m2_Plant_2_at_84_DAP.,Leaf_Chl_mg/m2_Plant_2_at_89_DAP.,Leaf_Chl_mg/m2_Plant_2_at_105_DAP.,NDRE_at_55_DAP.,NDRE_at_70_DAP.,NDRE_at_75_DAP.,NDRE_at_84_DAP.,NDRE_at_87_DAP.,NDRE_at_97_DAP.,NDRE_at_109_DAP.,NDVI_at_55_DAP.,NDVI_at_70_DAP.,NDVI_at_75_DAP.,NDVI_at_84_DAP.,NDVI_at_87_DAP.,NDVI_at_97_DAP.,NDVI_at_109_DAP.,RE_at_55_DAP.,RE_at_70_DAP.,RE_at_75_DAP.,RE_at_84_DAP.,RE_at_87_DAP.,RE_at_97_DAP.,RE_at_109_DAP.,NIR_at_55_DAP.,NIR_at_70_DAP.,NIR_at_75_DAP.,NIR_at_84_DAP.,NIR_at_87_DAP.,NIR_at_97_DAP.,NIR_at_109_DAP.,R_at_55_DAP.,R_at_70_DAP.,R_at_75_DAP.,R_at_84_DAP.,R_at_87_DAP.,R_at_97_DAP.,R_at_109_DAP.,Max_Max_height_m,Max_Max_height_DAP.,Max_Ave_height_m,Max_Ave_height_DAP.,Max_area_plant_m2,Max_area_plant_DAP.,Max_volume_plant_m3,Max_volume_plant_DAP.,Mean_Height_m_at_33_DAP.,Mean_Height_m_at_62_DAP.,Mean_Height_m_at_70_DAP.,Mean_Height_m_at_87_DAP.,Mean_Height_m_at_95_DAP.,Mean_Height_m_at_102_DAP.,Mean_Height_m_at_117_DAP.,Mean_Height_sd_at_33_DAP.,Mean_Height_sd_at_62_DAP.,Mean_Height_sd_at_70_DAP.,Mean_Height_sd_at_87_DAP.,Mean_Height_sd_at_95_DAP.,Mean_Height_sd_at_102_DAP.,Mean_Height_sd_at_117_DAP.,Max_Height_m_at_33_DAP.,Max_Height_m_at_62_DAP.,Max_Height_m_at_70_DAP.,Max_Height_m_at_87_DAP.,Max_Height_m_at_95_DAP.,Max_Height_m_at_102_DAP.,Max_Height_m_at_117_DAP.,Ground_Cover_m2_at_33_DAP.,Ground_Cover_m2_at_62_DAP.,Ground_Cover_m2_at_70_DAP.,Ground_Cover_m2_at_87_DAP.,Ground_Cover_m2_at_95_DAP.,Ground_Cover_m2_at_102_DAP.,Ground_Cover_m2_at_117_DAP.,Ground_Cover_per_plant_m2_at_33_DAP.,Ground_Cover_per_plant_m2_at_62_DAP.,Ground_Cover_per_plant_m2_at_70_DAP.,Ground_Cover_per_plant_m2_at_87_DAP.,Ground_Cover_per_plant_m2_at_95_DAP.,Ground_Cover_per_plant_m2_at_102_DAP.,Ground_Cover_per_plant_m2_at_117_DAP.,Canopy_Volume_m3_at_33_DAP.,Canopy_Volume_m3_at_62_DAP.,Canopy_Volume_m3_at_70_DAP.,Canopy_Volume_m3_at_87_DAP.,Canopy_Volume_m3_at_95_DAP.,Canopy_Volume_m3_at_102_DAP.,Canopy_Volume_m3_at_117_DAP.,Canopy_Volume_per_plant_m3_at_33_DAP.,Canopy_Volume_per_plant_m3_at_62_DAP.,Canopy_Volume_per_plant_m3_at_70_DAP.,Canopy_Volume_per_plant_m3_at_87_DAP.,Canopy_Volume_per_plant_m3_at_95_DAP.,Canopy_Volume_per_plant_m3_at_102_DAP.,Canopy_Volume_per_plant_m3_at_117_DAP.
830,3,Con,1,2017,SAPHIRE,7.03,2.343333333,40.33333333,9.714285714,8.962571429,6.419357143,1.404172507,193.2781766,24.58706262,8.195687535,65.923775,21.97459165,NA,NA,54,NA,52.7,54.7,NA,NA,939.406,NA,921.6233,948.9813,NA,NA,53.7,NA,52.7,54.7,NA,NA,54.3,NA,NA,NA,NA,NA,935.3023,NA,921.6233,948.9813,NA,NA,943.5097,NA,NA,NA,NA,NA,0.3552,NA,NA,NA,0.3646,NA,NA,0.8993,NA,NA,NA,0.8964,NA,NA,19.077,NA,NA,NA,18.97,NA,NA,40.095,NA,NA,NA,40.737,NA,NA,2.126,NA,NA,NA,2.224,0.82,87,0.4144,102,0.52883,102,0.219494464,102,NA,NA,0.33570371,0.394209551,NA,0.414586603,NA,NA,NA,0.118539941,0.142385607,NA,0.145155974,NA,NA,NA,0.66,0.82,NA,0.68,NA,NA,NA,1.0942,1.5643,NA,1.58649,NA,NA,NA,0.364733333,0.521433333,NA,0.52883,NA,NA,NA,0.368477394,0.61773664,NA,0.658483392,NA,NA,NA,0.122825798,0.205912213,NA,0.219494464,NA
1048,4,Con,2,2017,SAPHIRE,5.93,1.976666667,44,8.857142857,10.40357143,7.383928571,1.424245473,307.6439754,21.9411439,7.313714645,67.9077,22.63589999,NA,NA,52.1,NA,49.6,51.3,NA,NA,913.4159,NA,879.2184,902.4727,NA,NA,56.4,NA,49.6,51.3,NA,NA,47.8,NA,NA,NA,NA,NA,972.2356,NA,879.2184,902.4727,NA,NA,854.5962,NA,NA,NA,NA,NA,0.1926,NA,0.3343,NA,0.3688,NA,NA,0.8698,NA,0.8751,NA,0.9004,NA,NA,21.216,NA,19.322,NA,18.922,NA,NA,31.343,NA,38.729,NA,41.045,NA,NA,2.181,NA,2.579,NA,2.148,0.66,102,0.4066,87,0.566226667,102,0.2118,87,NA,NA,0.238669543,0.406662406,NA,0.363108002,NA,NA,NA,0.097430062,0.106728977,NA,0.110622424,NA,NA,NA,0.46,0.63,NA,0.66,NA,NA,NA,1.159,1.5646,NA,1.69868,NA,NA,NA,0.386333333,0.521533333,NA,0.566226667,NA,NA,NA,0.275319344,0.6354,NA,0.615525461,NA,NA,NA,0.091773115,0.2118,NA,0.205175154,NA
66,1,Org,1,2018,SAPHIRE,9.54,3.18,28,NA,NA,NA,NA,NA,30.30420104,10.10140035,121.80355,40.60118333,50,56.4,NA,53.45,NA,NA,884.69,972.2356,NA,931.88255,NA,NA,50.8,59.5,NA,53.3,NA,NA,49.2,53.3,NA,53.6,NA,NA,895.6332,1014.6405,NA,929.8307,NA,NA,873.7468,929.8307,NA,933.9344,NA,NA,0.3815,0.3823,NA,0.3612,NA,NA,NA,0.8516,0.866,NA,0.8798,NA,NA,NA,18.78,18.77,NA,19.009,NA,NA,NA,41.951,42.009,NA,40.514,NA,NA,NA,3.361,3.016,NA,2.59,NA,NA,NA,0.53,62,0.3053,95,0.693133333,117,0.202073293,95,0.058512679,0.241291852,NA,NA,0.305320241,NA,0.2324257,0.035306926,0.110749888,NA,NA,0.118582632,NA,0.134904985,0.15,0.53,NA,NA,0.53,NA,0.47,0.6152,1.0543,NA,NA,2.0063,NA,2.0794,0.205066667,0.351433333,NA,NA,0.668766667,NA,0.693133333,0.033808698,0.251071194,NA,NA,0.606219879,NA,0.476490072,0.011269566,0.083690398,NA,NA,0.202073293,NA,0.158830024
509,2,Org,2,2018,SAPHIRE,8.5,2.833333333,35,NA,NA,NA,NA,NA,24.97857482,8.326191607,103.8823,34.62743334,56.5,61.3,NA,55.05,NA,NA,973.6035,1039.2627,NA,953.76895,NA,NA,54.5,55.9,NA,57.7,NA,NA,58.5,66.7,NA,52.4,NA,NA,946.2455,965.3961,NA,990.0183,NA,NA,1000.9615,1113.1293,NA,917.5196,NA,NA,0.3788,0.3784,NA,0.3849,NA,0.3222,NA,0.858,0.8909,NA,0.8907,NA,0.8009,NA,18.809,18.813,NA,18.741,NA,19.47,NA,41.749,41.724,NA,42.203,NA,37.991,NA,3.19,2.407,NA,2.439,NA,4.201,NA,0.55,95,0.2637,95,0.756666667,117,0.176574088,95,0.023066095,0.236673398,NA,NA,0.263728964,NA,0.205112335,0.013161884,0.130556628,NA,NA,0.12853757,NA,0.110914129,0.06,0.52,NA,NA,0.55,NA,0.48,0.1634,0.7428,NA,NA,2.0322,NA,2.27,0.054466667,0.2476,NA,NA,0.6774,NA,0.756666667,0.003229014,0.173294538,NA,NA,0.529722264,NA,0.458098353,0.001076338,0.057764846,NA,NA,0.176574088,NA,0.152699451
659,3,Con,1,2018,SAPHIRE,7.2,2.4,34,NA,NA,NA,NA,NA,14.46890896,4.822969653,62.91584996,20.97194999,55.35,60.4,NA,49,NA,NA,957.87265,1026.9516,NA,871.011,NA,NA,54.7,62.8,NA,47.3,NA,NA,56,58,NA,50.7,NA,NA,948.9813,1059.7812,NA,847.7567,NA,NA,966.764,994.122,NA,894.2653,NA,NA,0.3678,0.3772,NA,0.3883,NA,NA,NA,0.8003,0.8764,NA,0.8979,NA,NA,NA,18.933,18.827,NA,18.703,NA,NA,NA,40.974,41.643,NA,42.45,NA,NA,NA,4.575,2.748,NA,2.283,NA,NA,NA,0.48,95,0.3024,95,0.489233333,117,0.11603664,95,0,0.138394621,NA,NA,0.302447823,NA,0.183165497,NA,0.08041624,NA,NA,0.115272542,NA,0.088503997,0,0.31,NA,NA,0.48,NA,0.36,0,0.4759,NA,NA,1.1643,NA,1.4677,0,0.158633333,NA,NA,0.3881,NA,0.489233333,0,0.064382082,NA,NA,0.34810992,NA,0.263640147,0,0.021460694,NA,NA,0.11603664,NA,0.087880049
1097,4,Con,2,2018,SAPHIRE,9.98,3.326666667,22,NA,NA,NA,NA,NA,35.37556587,11.79185529,127.36735,42.45578335,55.6,55.05,NA,54.35,NA,NA,961.2924,953.76895,NA,944.19365,NA,NA,50.5,50.5,NA,54.8,NA,NA,60.7,59.6,NA,53.9,NA,NA,891.5295,891.5295,NA,950.3492,NA,NA,1031.0553,1016.0084,NA,938.0381,NA,NA,0.382,0.3997,NA,0.3826,NA,NA,NA,0.869,0.8996,NA,0.8912,NA,NA,NA,18.774,18.579,NA,18.768,NA,NA,NA,41.987,43.321,NA,42.034,NA,NA,NA,2.941,2.29,NA,2.418,NA,NA,NA,0.62,62,0.3396,62,0.720933333,117,0.183370167,95,0.093916881,0.339649286,NA,NA,0.28994578,NA,0.247971611,0.054190809,0.159903791,NA,NA,0.128350569,NA,0.120786611,0.22,0.62,NA,NA,0.56,NA,0.53,0.5438,1.2888,NA,NA,1.9181,NA,2.1628,0.181266667,0.4296,NA,NA,0.639366667,NA,0.720933333,0.049284897,0.43380288,NA,NA,0.550110501,NA,0.528539988,0.016428299,0.14460096,NA,NA,0.183370167,NA,0.176179996
193,1,Org,1,2016,SARPO_MIRA,5.02,NA,NA,9,11.179,6.125357143,1.830355405,220.1236212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,2,Org,2,2016,SARPO_MIRA,3.2,NA,NA,8.5,9.547666667,5.34875,1.795999948,146.5599563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,3,Con,1,2016,SARPO_MIRA,4.36,NA,NA,9,11.48528571,6.215142857,1.840633672,239.5204371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,4,Con,2,2016,SARPO_MIRA,5.9,NA,NA,10,10.025,5.7545,1.74429488,174.0052135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1,Org,1,2017,SARPO_MIRA,7.37,2.456666667,47.66666667,8.857142857,9.641285714,5.977785714,1.62194947,179.5182691,14.50291304,4.834304333,51.8379,17.2793,NA,NA,40.15,NA,48.3,34.5,NA,NA,749.95185,NA,861.4357,672.6655,NA,NA,39.9,NA,48.3,34.5,NA,NA,40.4,NA,NA,NA,NA,NA,746.5321,NA,861.4357,672.6655,NA,NA,753.3716,NA,NA,NA,NA,NA,0.289,NA,0.301,NA,0.3257,NA,NA,0.8842,NA,0.8836,NA,0.8908,NA,NA,19.882,NA,19.73,NA,19.43,NA,NA,36.047,NA,36.728,NA,38.239,NA,NA,2.216,NA,2.27,NA,2.208,0.63,102,0.3961,102,0.614306667,102,0.243116135,102,NA,NA,0.14801398,0.31403324,NA,0.396220563,NA,NA,NA,0.070072739,0.086546322,NA,0.104587495,NA,NA,NA,0.34,0.54,NA,0.63,NA,NA,NA,0.7296,1.2816,NA,1.84292,NA,NA,NA,0.2432,0.4272,NA,0.614306667,NA,NA,NA,0.1081,0.4024,NA,0.729348405,NA,NA,NA,0.036033333,0.134133333,NA,0.243116135,NA
538,2,Org,2,2017,SARPO_MIRA,5.15,1.716666667,41.66666667,8,10.33614286,6.088,1.697561794,202.3004382,17.11212372,5.704041243,59.428325,19.80944167,NA,NA,44.6,NA,48.7,44.7,NA,NA,810.8234,NA,866.9073,812.1913,NA,NA,43,NA,48.7,44.7,NA,NA,46.2,NA,NA,NA,NA,NA,788.937,NA,866.9073,812.1913,NA,NA,832.7098,NA,NA,NA,NA,NA,0.2431,NA,NA,NA,0.325,NA,NA,0.8827,NA,NA,NA,0.8819,NA,NA,20.49,NA,NA,NA,19.434,NA,NA,33.657,NA,NA,NA,38.152,NA,NA,2.097,NA,NA,NA,2.395,0.63,87,0.4062,102,0.460166667,87,0.185085499,102,NA,NA,0.176120418,0.370721478,NA,0.406415706,NA,NA,NA,0.090803056,0.110185893,NA,0.107232285,NA,NA,NA,0.41,0.63,NA,0.6,NA,NA,NA,0.9849,1.3805,NA,1.36741,NA,NA,NA,0.3283,0.460166667,NA,0.455803333,NA,NA,NA,0.1734,0.5112,NA,0.555256496,NA,NA,NA,0.0578,0.1704,NA,0.185085499,NA
715,3,Con,1,2017,SARPO_MIRA,5.44,2.72,39.5,8.857142857,10.925,6.09,1.79199791,213.2517969,12.9257664,6.462883207,42.2329,21.11645,NA,NA,48.65,NA,48.2,50.7,NA,NA,866.22335,NA,860.0678,894.2653,NA,NA,46.5,NA,48.2,50.7,NA,NA,50.8,NA,NA,NA,NA,NA,836.8135,NA,860.0678,894.2653,NA,NA,895.6332,NA,NA,NA,NA,NA,0.2641,NA,NA,NA,0.3004,NA,NA,0.8695,NA,NA,NA,0.871,NA,NA,20.208,NA,NA,NA,19.739,NA,NA,34.713,NA,NA,NA,36.691,NA,NA,2.423,NA,NA,NA,2.528,0.7,102,0.4507,102,0.59499,102,0.268022385,102,NA,NA,0.24032263,0.296588622,NA,0.450823711,NA,NA,NA,0.086339267,0.121432456,NA,0.124009963,NA,NA,NA,0.38,0.6,NA,0.7,NA,NA,NA,0.6509,1.0037,NA,1.18998,NA,NA,NA,0.32545,0.50185,NA,0.59499,NA,NA,NA,0.156306476,0.297706813,NA,0.53604477,NA,NA,NA,0.078153238,0.148853407,NA,0.268022385,NA
1008,4,Con,2,2017,SARPO_MIRA,6.22,2.073333333,39.66666667,9,9.731571429,6.229642857,1.582618365,198.2036832,24.17981362,8.059937878,72.0135,24.00450002,NA,NA,45.3,NA,48.6,49.2,NA,NA,820.3987,NA,865.5394,873.7468,NA,NA,42,NA,48.6,49.2,NA,NA,48.6,NA,NA,NA,NA,NA,775.258,NA,865.5394,873.7468,NA,NA,865.5394,NA,NA,NA,NA,NA,0.0858,NA,0.2764,NA,0.3464,NA,NA,0.8423,NA,0.8613,NA,0.8656,NA,NA,22.965,NA,20.045,NA,19.181,NA,NA,27.276,NA,35.358,NA,39.516,NA,NA,2.334,NA,2.635,NA,2.846,0.75,87,0.4544,87,0.593766667,87,0.269533333,87,NA,NA,0.203483399,0.454363106,NA,0.406723566,NA,NA,NA,0.102788445,0.128622302,NA,0.171431424,NA,NA,NA,0.42,0.75,NA,0.75,NA,NA,NA,1.1084,1.7813,NA,1.73756,NA,NA,NA,0.369466667,0.593766667,NA,0.579186667,NA,NA,NA,0.224566991,0.8086,NA,0.675549516,NA,NA,NA,0.074855664,0.269533333,NA,0.225183172,NA
118,1,Org,1,2018,SARPO_MIRA,4.24,2.12,36,NA,NA,NA,NA,NA,24.46173994,12.23086997,80.35975,40.179875,53.25,52.7,NA,49.75,NA,NA,929.14675,921.6233,NA,881.27025,NA,NA,54.2,52.7,NA,52.7,NA,NA,52.3,52.7,NA,46.8,NA,NA,942.1418,921.6233,NA,921.6233,NA,NA,916.1517,921.6233,NA,840.9172,NA,NA,0.3631,0.3435,NA,0.3795,NA,0.341,NA,0.893,0.8688,NA,0.8914,NA,0.8645,NA,18.987,19.214,NA,18.802,NA,19.25,NA,40.634,39.322,NA,41.801,NA,39.228,NA,2.297,2.759,NA,2.4,NA,2.844,NA,0.64,95,0.386,95,0.9128,117,0.308476535,95,0.028024901,0.114952047,NA,NA,0.385962243,NA,0.287308282,0.017279553,0.064232019,NA,NA,0.148260727,NA,0.126816194,0.06,0.26,NA,NA,0.64,NA,0.53,0.1767,0.5422,NA,NA,1.6103,NA,1.8256,0.08835,0.2711,NA,NA,0.80515,NA,0.9128,0.004354684,0.06058566,NA,NA,0.61695307,NA,0.51893214,0.002177342,0.03029283,NA,NA,0.308476535,NA,0.25946607
546,2,Org,2,2018,SARPO_MIRA,6.82,2.273333333,26,NA,NA,NA,NA,NA,31.12832728,10.37610909,116.4235,38.80783334,52.2,45.1,NA,47.65,NA,NA,914.7838,817.6629,NA,852.54435,NA,NA,51.7,46.6,NA,45.3,NA,NA,52.7,43.6,NA,50,NA,NA,907.9443,838.1814,NA,820.3987,NA,NA,921.6233,797.1444,NA,884.69,NA,NA,0.3841,0.3635,NA,0.3354,NA,0.268,NA,0.8937,0.8798,NA,0.8461,NA,0.8019,NA,18.75,18.982,NA,19.313,NA,20.155,NA,42.138,40.662,NA,38.84,NA,34.912,NA,2.365,2.602,NA,3.229,NA,3.842,NA,0.61,117,0.3079,117,0.691,95,0.207480647,95,0.028104794,0.237237272,NA,NA,0.303486734,NA,0.307925753,0.015092379,0.086867609,NA,NA,0.114277155,NA,0.104907348,0.09,0.38,NA,NA,0.56,NA,0.61,0.3588,1.041,NA,NA,2.073,NA,1.8806,0.1196,0.347,NA,NA,0.691,NA,0.626866667,0.008933448,0.24354786,NA,NA,0.622441941,NA,0.572762562,0.002977816,0.08118262,NA,NA,0.207480647,NA,0.190920854
611,3,Con,1,2018,SARPO_MIRA,6.04,2.013333333,31.66666667,NA,NA,NA,NA,NA,16.79155735,5.597185783,66.08210002,22.02736667,56.95,54.3,NA,47.2,NA,NA,979.75905,943.5097,NA,846.3888,NA,NA,61.7,49.4,NA,46.4,NA,NA,52.2,59.2,NA,48,NA,NA,1044.7343,876.4826,NA,835.4456,NA,NA,914.7838,1010.5368,NA,857.332,NA,NA,0.3489,0.3384,NA,0.3472,NA,0.3561,NA,0.8261,0.8597,NA,0.8689,NA,0.8874,NA,19.15,19.275,NA,19.171,NA,19.067,NA,39.676,39.004,NA,39.573,NA,40.16,NA,3.778,2.94,NA,2.775,NA,2.396,NA,0.53,95,0.3286,95,0.491166667,117,0.131829789,95,0.012572614,0.11712297,NA,NA,0.328573308,NA,0.255520869,0.007071068,0.054831884,NA,NA,0.117506659,NA,0.104710014,0.02,0.22,NA,NA,0.53,NA,0.47,0.0241,0.5172,NA,NA,1.2161,NA,1.4735,0.008033333,0.1724,NA,NA,0.405366667,NA,0.491166667,0.000190335,0.058948224,NA,NA,0.395489367,NA,0.371369481,6.34E-05,0.019649408,NA,NA,0.131829789,NA,0.123789827
1055,4,Con,2,2018,SARPO_MIRA,7.02,2.34,30.33333333,NA,NA,NA,NA,NA,21.01943071,7.006476905,77.45179993,25.81726664,50.15,53.6,NA,48.55,NA,NA,886.74185,933.9344,NA,864.85545,NA,NA,54.8,57.9,NA,48.2,NA,NA,45.5,49.3,NA,48.9,NA,NA,950.3492,992.7541,NA,860.0678,NA,NA,823.1345,875.1147,NA,869.6431,NA,NA,0.373,0.3728,NA,0.3515,NA,NA,NA,0.8725,0.8812,NA,0.8789,NA,NA,NA,18.874,18.876,NA,19.12,NA,NA,NA,41.332,41.32,NA,39.853,NA,NA,NA,2.815,2.61,NA,2.569,NA,NA,NA,0.53,95,0.336,95,0.504533333,95,0.167956709,95,0,0.142255184,NA,NA,0.336023388,NA,0.284527274,NA,0.05501443,NA,NA,0.113444277,NA,0.1299844,0,0.25,NA,NA,0.53,NA,0.52,0,0.6607,NA,NA,1.5136,NA,1.3951,0,0.220233333,NA,NA,0.504533333,NA,0.465033333,0,0.091942581,NA,NA,0.503870127,NA,0.39207111,0,0.030647527,NA,NA,0.167956709,NA,0.13069037
194,1,Org,1,2016,SARPO_SHONA,2.74,NA,NA,8.5,8.369857143,5.484642857,1.523001759,133.285855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,2,Org,2,2016,SARPO_SHONA,3.46,NA,NA,9,9.602714286,5.657,1.693277429,166.8275838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,3,Con,1,2016,SARPO_SHONA,4.02,NA,NA,8,9.34,5.333928571,1.751652097,139.134289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
